Date,rf
2023-07-28,0.00028232655851367916
2023-07-31,-0.00014600003097198222
2023-08-01,0.00014602135009367245
2023-08-02,0.0003795554094314646
2023-08-03,0.00039891037927586304
2023-08-04,0.00019446565910552494
2023-08-07,-0.0003111291869672961
2023-08-08,0.00031122601846544917
2023-08-09,0.00048614400335122987
2023-08-10,0.00019433337556029606
2023-08-11,9.722213756990783e-5
2023-08-14,0.00033994711570395353
2023-08-15,4.8664121570229923e-5
2023-08-16,0.0003884768076225509
2023-08-17,0.00029118876606970545
2023-08-18,0.00029117824214019983
2023-08-21,-3.881741231848146e-5
2023-08-22,0.00028138149630541065
2023-08-23,0.0
2023-08-24,0.0006305001341955219
2023-08-25,4.842381591529943e-5
2023-08-28,4.842147116290718e-5
2023-08-29,0.0
2023-08-30,0.000290811354781928
2023-08-31,9.688422698106436e-5
2023-09-01,0.00038757348534845804
2023-09-05,0.0005810979498646063
2023-09-06,9.68551187374711e-5
2023-09-07,0.0003387379623078779
2023-09-08,-4.8406472256234956e-5
2023-09-11,0.00013545586004259924
2023-09-12,0.00010642576255381897
2023-09-13,0.00014511732376720765
2023-09-14,0.0004836048986454067
2023-09-15,0.00024168556899750726
2023-09-18,-9.663608101428967e-5
2023-09-19,0.00033829594380585526
2023-09-20,4.8343328106881245e-5
2023-09-21,0.00033816519033225134
2023-09-22,-0.001159052677266903
2023-09-25,0.001353846563562966
2023-09-26,0.00048278375402754925
2023-09-27,4.829199912337323e-5
2023-09-28,0.0003378061575971536
2023-09-29,0.0003859654432125659
2023-10-02,-9.650947084038908e-5
2023-10-03,0.0004823725557243641
2023-10-04,0.0002891954841250932
2023-10-05,0.00024103716322643187
2023-10-06,0.0006262949676800744
2023-10-09,-0.00028893496230175675
2023-10-10,0.000289018469842528
2023-10-11,9.628709733000562e-5
2023-10-12,0.00024073139915326003
2023-10-13,0.00014441880599447288
2023-10-16,4.808356083429999e-5
2023-10-17,0.0005294091572911608
2023-10-18,-4.805580773203921e-5
2023-10-19,0.00019237966059781897
2023-10-20,6.732728839753399e-5
2023-10-23,0.00041357509290529393
2023-10-24,0.0003365481675372539
2023-10-25,0.00019218551916666549
2023-10-26,0.0006725935759595014
2023-10-27,0.0
2023-10-30,0.0002881026180094892
2023-10-31,0.0
2023-11-01,0.0001920375715083189
2023-11-02,0.00047981819332543196
2023-11-03,0.00038374385020945034
2023-11-06,-0.00019176164394452133
2023-11-07,0.00014388550441224446
2023-11-08,0.0
2023-11-09,0.0003355622718548279
2023-11-10,0.0003834863403984201
2023-11-13,-0.00019163301237123953
2023-11-14,-4.7954097809665974e-5
2023-11-15,0.0005272270613698726
2023-11-16,0.00047901811254247306
2023-11-17,0.00014365128003479555
2023-11-20,4.78280533873221e-5
2023-11-21,0.00019152278410694556
2023-11-22,0.0006222017124204449
2023-11-24,0.000143506985811781
2023-11-27,0.00028689961901107175
2023-11-28,0.0001912115541520265
2023-11-29,4.7903452383479816e-5
2023-11-30,4.775489467556682e-5
2023-12-01,0.0006691216239340658
2023-12-04,0.0
2023-12-05,-0.0002865433373229198
2023-12-06,0.0004777091132350808
2023-12-07,0.0004298425123669958
2023-12-08,0.0002386744482716363
2023-12-11,-9.543239527498582e-5
2023-12-12,0.00038183903728361557
2023-12-13,-0.00028628821777998414
2023-12-14,0.00038172958109994326
2023-12-15,0.0003339954120884503
2023-12-18,4.764558224401583e-5
2023-12-19,9.543254582511373e-5
2023-12-20,9.535048562359094e-5
2023-12-21,0.0002575020073121159
2023-12-22,0.0006481837545520008
2023-12-26,-4.759111347829581e-5
2023-12-27,0.0002857789235821695
2023-12-28,0.0005715402813852855
2023-12-29,0.0009519259204724406
2024-01-02,-0.0003804227982167063
2024-01-03,0.0003805675747983184
2024-01-04,0.0007608455964334127
2024-01-05,-4.761665553554284e-5
2024-01-08,-0.0002375857104263135
2024-01-09,0.0004753570595432688
2024-01-10,-9.506985053753247e-5
2024-01-11,0.0002850912884548862
2024-01-12,0.000474968277918153
2024-01-16,0.00037980875913512513
2024-01-17,0.00023728127357025564
2024-01-18,0.00023722498452372065
2024-01-19,0.00028463149583202174
2024-01-22,-9.48985361973742e-5
2024-01-23,9.490754278429492e-5
2024-01-24,0.0002844779513988538
2024-01-25,0.00047406760961354877
2024-01-26,-0.00018950819144447628
2024-01-29,0.0002843161674093153
2024-01-30,0.0002843078452292591
2024-01-31,-0.00037894522636272576
2024-02-01,0.0008529318562906507
2024-02-02,0.0002840200374290003
2024-02-05,0.0
2024-02-06,0.0002367247833612307
2024-02-07,-0.00033129282245702996
2024-02-08,0.0003786941143735234
2024-02-09,0.0003785507594289417
2024-02-12,-0.00018916757294384912
2024-02-13,0.0005676824730371788
2024-02-14,9.454800879504788e-5
2024-02-15,0.0006619181579536892
2024-02-16,-9.454881961079575e-5
2024-02-20,0.00047257192408056703
2024-02-21,0.00018888167596275984
2024-02-22,0.0006610332665171192
2024-02-23,0.0
2024-02-26,9.43606276924136e-5
2024-02-27,0.0001887034492089601
2024-02-28,9.440609938460298e-5
2024-02-29,0.0004716972621567894
2024-03-01,4.710420582854091e-5
2024-03-04,4.717411880683642e-5
2024-03-05,0.00018861544578019362
2024-03-06,0.00018850776202694597
2024-03-07,0.0001413181246190387
2024-03-08,0.0001885176936651245
2024-03-11,0.00018841008413450488
2024-03-12,4.720174371164454e-5
2024-03-13,-4.7199515812224035e-5
2024-03-14,0.0006123255210963574
2024-03-15,9.420167787022038e-5
2024-03-18,0.00023526597333178856
2024-03-19,0.00018826930329129965
2024-03-20,-4.707646174750835e-5
2024-03-21,0.0005646561935563899
2024-03-22,-9.410421955979853e-5
2024-03-25,-9.404112410438259e-5
2024-03-26,0.0009407155626721675
2024-03-27,0.0002818847326526708
2024-03-28,0.0001878701973614394
2024-04-01,0.0005635765836120576
2024-04-02,-9.386455452509157e-5
2024-04-03,0.0
2024-04-04,0.0004694386530730288
2024-04-05,-0.0002815597462315633
2024-04-08,0.0003754947892469218
2024-04-09,9.38922987856472e-5
2024-04-10,0.0
2024-04-11,0.0002814351224573741
2024-04-12,0.0005627836341974835
2024-04-15,-9.36608460443411e-5
2024-04-16,0.00018748268349266795
2024-04-17,0.000374966789731479
2024-04-18,0.00018737728006756882
2024-04-19,0.0002810132646000607
2024-04-22,9.364477277662431e-5
2024-04-23,0.0
2024-04-24,0.00025289601761135927
2024-04-25,0.0004025974807324584
2024-04-26,0.00028072397144307537
2024-04-29,0.0
2024-04-30,0.0001871683666421209
2024-05-01,0.00014033211552355596
2024-05-02,0.00046758883150310737
2024-05-03,0.00023379242422438828
2024-05-06,0.00018697592222038928
2024-05-07,-9.350622835124778e-5
2024-05-08,0.000280401928496099
2024-05-09,0.00046715789243467754
2024-05-10,0.00037356609451544287
2024-05-13,9.326738058357265e-5
2024-05-14,0.0
2024-05-15,-9.32586825904691e-5
2024-05-16,0.0007467817754680528
2024-05-17,9.32691434203381e-5
2024-05-20,4.659454525568485e-5
2024-05-21,0.00013999117670282502
2024-05-22,9.324304666913363e-5
2024-05-23,0.0004662431006934309
2024-05-24,0.00032620381328340997
2024-05-28,-4.654461807718224e-5
2024-05-29,4.6546784579382106e-5
2024-05-30,4.661589620602591e-5
2024-05-31,0.0004657808586232548
2024-06-03,9.318404318725548e-5
2024-06-04,0.00018627948647553794
2024-06-05,0.00018617357117300948
2024-06-06,0.0002327092505132189
2024-06-07,0.00013960730408890676
2024-06-10,0.0
2024-06-11,9.303481708800021e-5
2024-06-12,0.00018605232483204226
2024-06-13,0.00027909773580003794
2024-06-14,0.0005579685817374003
2024-06-17,9.293105397456536e-5
2024-06-18,0.0005576767034964902
2024-06-20,-9.294168314399887e-5
2024-06-21,0.0006502969400370429
2024-06-24,0.0002784566979594505
2024-06-25,9.286405745645432e-5
2024-06-26,-0.0003712087669159869
2024-06-27,0.00018563779863955965
2024-06-28,0.0006961190440248899
2024-07-01,0.00013914115071500532
2024-07-02,-9.272421399553199e-5
2024-07-03,0.0004637350137530749
2024-07-05,0.000463449145267969
2024-07-08,0.00018536466901197812
2024-07-09,9.262972165302585e-5
2024-07-10,-0.00018524228436478385
2024-07-11,0.000463262392145003
2024-07-12,0.0004630478794767079
2024-07-15,0.00018517591393174548
2024-07-16,9.246461529266448e-5
2024-07-17,0.0
2024-07-18,0.0003701782320757463
2024-07-19,0.00046260463891178993
2024-07-22,0.00018489970640978015
2024-07-23,0.00018486552482865903
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0006470511620828567
2024-07-29,9.228525641269414e-5
2024-07-30,0.0001847654492708184
2024-07-31,9.24009801286374e-5
2024-08-01,0.0
2024-08-02,9.225117012778838e-5
2024-08-05,9.238392045141097e-5
2024-08-06,0.0
2024-08-07,0.00027691428920095795
2024-08-08,0.000323083139472935
2024-08-09,0.0004151576148496705
2024-08-12,0.0
2024-08-13,0.00010173560806259196
2024-08-14,0.0002773812193586078
2024-08-15,0.0002773043003536646
2024-08-16,0.0003696600671452277
2024-08-19,0.0001847264948398042
2024-08-20,-0.0001846923772642617
2024-08-21,0.0004619219561923238
2024-08-22,0.0
2024-08-23,0.0006463498878275242
2024-08-26,-9.229617031436543e-5
2024-08-27,0.0003691483508863058
2024-08-28,0.00027674150253331753
2024-08-29,-9.224510008598585e-5
2024-08-30,0.0006456345324332702
2024-09-03,0.0003687060218913185
2024-09-04,0.0
2024-09-05,9.216010635748617e-5
2024-09-06,0.00027638454987877203
2024-09-09,0.00018418203115611043
2024-09-10,0.00027632755965889544
2024-09-11,0.0
2024-09-12,9.201350196286207e-5
2024-09-13,0.00046030611269531896
2024-09-16,9.203290580028778e-5
2024-09-17,0.0
2024-09-18,0.0004599817944639373
2024-09-19,0.0001839642528409513
2024-09-20,0.00045968574274812823
2024-09-23,9.192295243898307e-5
2024-09-24,0.00018375889654920208
2024-09-25,0.00018379523276390586
2024-09-26,9.188072914190215e-5
2024-09-27,0.00018367449767553445
2024-09-30,0.00036735160025314073
2024-10-01,9.182168550858627e-5
2024-10-02,0.00027536973218822425
2024-10-03,9.178797942932526e-5
2024-10-04,0.0005046825424994683
2024-10-07,-4.590161548501115e-5
2024-10-08,0.00036687990438588614
2024-10-09,9.170382560230728e-5
2024-10-10,0.0
2024-10-11,0.00045833719769006187
2024-10-14,-9.15834975485641e-5
2024-10-15,0.00036657729582567633
2024-10-16,9.15583226515082e-5
2024-10-17,0.0
2024-10-18,0.0006411990107015875
2024-10-21,9.15611170455577e-5
2024-10-22,0.00018303563447519267
2024-10-23,0.00018307196005773463
2024-10-24,0.0
2024-10-25,0.00027448786755956966
2024-10-28,0.0004574007674478242
2024-10-29,-0.00018290456211556005
2024-10-30,0.0003658062742160073
2024-10-31,9.143556345447834e-5
2024-11-01,0.0003656390765029993
2024-11-04,0.00027411164681701017
2024-11-05,-4.571921765494924e-5
2024-11-06,0.00022839744863945022
2024-11-07,0.0002739864817076221
2024-11-08,0.0002739810957921307
2024-11-11,9.12323738706533e-5
2024-11-12,-0.0001825177392479338
2024-11-13,9.131035372345053e-5
2024-11-14,0.00027383640767864037
2024-11-15,0.0002737614418288903
2024-11-18,0.0
2024-11-19,9.12520406419759e-5
2024-11-20,0.00013683077241943842
2024-11-21,4.558082109351602e-5
2024-11-22,0.00036483870622050496
2024-11-25,0.000273511845490626
2024-11-26,0.0002734370572163858
2024-11-27,0.0001822878881934109
2024-11-29,0.0006377523092369053
2024-12-02,-9.106925306123781e-5
2024-12-03,-0.0010016446062396378
2024-12-04,0.001093817770335015
2024-12-05,9.099978757465266e-5
2024-12-06,0.0005462963400297838
2024-12-09,0.0
2024-12-10,0.0002729643210224175
2024-12-11,0.00018190342045754093
2024-12-12,-9.090047397308787e-5
2024-12-13,0.0005457300096542994
2024-12-16,0.00036364468661220783
2024-12-17,0.0
2024-12-18,-9.089545753593331e-5
2024-12-19,0.0002726418215912574
2024-12-20,0.0002725675082893009
2024-12-23,0.0001817083579469525
2024-12-24,9.083767300910317e-5
2024-12-26,0.00027241898427754485
2024-12-27,0.00036314947774140904
2024-12-30,0.00018147420476766207
2024-12-31,0.0006351483114572787
2025-01-02,0.00045341904526030596
2025-01-03,0.00018124392943486
